FirstName,LastName,EstimatedEthnicity,EstimatedGender,JobTitle,JobArea,Bachelors,Masters,Location,ZipCode,Bilingual,
Ignacio,Maldonado,Hispanic,Male,Arquitecto Senior,Architecture,Universidad de Sevilla,Universidad Politécnica de Madrid,"Madrid, España",28012,,
Ignacio,Maldonado,Hispanic,Male,Lead Mechanical Engineer,Engineering,University of Miami,,"Miami, FL",33132,,
Ignacio,Maldonado,Hispanic,Male,Senior Sales Representative,sales,University of Puerto Rico,,"San Juan, PR",917,,
Ignacio,Maldonado,Hispanic,Male,"Partner, Corporate Law Practice",judiciary,University of Southern California,UCLA School of Law,"Los Angeles, CA",90010,,
Ignacio,Maldonado,Hispanic,Male,Cybersecurity Manager,IT,Drexel University,,"Philadelphia, PA",19107,,
Humberto,Mejia,Hispanic,Male,Director of Human Resources,Management,University of California,University of Southern California (USC),"Los Angeles, CA",90010,,
Humberto,Mejia,Hispanic,Male,Senior Marketing Manager,marketing,The University of Texas at San Antonio,The University of Texas at Austin,"San Antonio, TX",78201,,
Humberto,Mejia,Hispanic,Male,Project Manager,Management,"University of Puerto Rico, Mayagüez",Columbia University,"New York, NY",10022,,
Humberto,Mejia,Hispanic,Male,4th Grade Teacher,Education,University of Wisconsin-Milwaukee,Marquette University,"Milwaukee, WI",53215,,
Humberto,Mejia,Hispanic,Male,Senior Mechanical Engineer,Engineering,University of Miami,Georgia Institute of Technology,"Miami, FL",33173,,
Jose,Rodriguez,Hispanic,Male,Senior Software Engineer,Software Engineering,University of Puerto Rico,Massachusetts Institute of Technology (MIT),"Cambridge, MA",2139,,
Jose,Rodriguez,Hispanic,Male,Investment Banking,FInance,The University of Texas at San Antonio,The University of Texas at Austin,"Austin, TX",78701,,
Jose,Rodriguez,Hispanic,Male,5th Grade Teacher,Education,University of Miami,Florida International University,"Miami, FL",33131,,
Jose,Rodriguez,Hispanic,Male,Cybersecurity Analyst,Analyst,University of Illinois at Chicago,,"Chicago, IL",60607,,
Jose,Rodriguez,Hispanic,Male,Senior Marketing Manager,marketing,San Francisco State University,University of California,"San Francisco, CA",94109,,
Blanca,Jimenez,Hispanic,Female,Gerente de Mejora Continua,Management,Instituto Tecnológico y de Estudios Superiores de Monterrey,Universidad de Monterrey,México,64890,,
Blanca,Jimenez,Hispanic,Female,5th Grade Teacher,Education,Spelman College,Georgia State University,"Atlanta, GA",30339,,
Blanca,Jimenez,Hispanic,Female,Senior Software Engineer,Software Engineering,University of California,,"San Francisco, CA",94118,,
Blanca,Jimenez,Hispanic,Female,Senior Brand Manager,Management,Texas A&M University,University of Texas at Austin,"Houston, TX",77019,,
Blanca,Jimenez,Hispanic,Female,Vice President of Human Resources,Management,University of Illinois at Chicag,DePaul University,"Chicago, IL",60614,,
Guadalupe,Espinoza,Hispanic,Female,Director of Human Resources,Management,University of California,University of Southern California,"Los Angeles, CA",90024,,
Guadalupe,Espinoza,Hispanic,Female,4th Grade Teacher,Education,The University of Texas at San Antonio,The University of Texas at San Antonio,"San Antonio, TX",78249,,
Guadalupe,Espinoza,Hispanic,Female,Senior Marketing Manager,Management,University of Denver,University of Colorado Boulder,"Denver, CO",80202,,
Guadalupe,Espinoza,Hispanic,Female,Marketing Manager,marketing,University of Texas at San Antonio,,"San Antonio, TX",78215,,
Guadalupe,Espinoza,Hispanic,Female,Project Manager,Management,University of California,,"San Diego, CA",92101,,
Graciela,Gonzalez,Hispanic,Female,Senior Project Manager,Management,Texas A&M University,The University of Texas,"Austin, TX",78759,,
Graciela,Gonzalez,Hispanic,Female,Senior Graphic Designer,Graphic Designing,Pratt Institute,,"Brooklyn, NY",11201,,
Graciela,Gonzalez,Hispanic,Female,3rd Grade Teacher,Education,"Florida International University,",University of Miami,"Miami, FL",33129,,
Graciela,Gonzalez,Hispanic,Female,Nurse Manager,Management,Seattle University,University of Washington,"Seattle, WA",98101,,
Graciela,Gonzalez,Hispanic,Female,Lead Mechanical Engineer,Engineering,University of California,,"San Diego, CA",92101,,
Brett,Snyder,White,Male,Junior DevOps Engineer,Software Engineering,Temple University,,"Philadelphia, PA",19104,,
Brett,Snyder,White,Male,Web Developer,Software Engineering,University of California Santa Cruz,,"Santa Cruz, CA",95060,,
Brett,Snyder,White,Male,Business Analyst,Analyst,Loyola University New Orleans,,"New Orleans, LA",70115,,
Brett,Snyder,White,Male,Web Designer,Software Engineering,Florida International University,,"Miami, FL",33140,,
Brett,Snyder,White,Male,Software Engineer,Software Engineering,University of California San Diego,,"San Diego, CA",92101,,
Scott,Wagner,White,Male,Data Analyst,Analyst,University of Colorado Boulder,,"Boulder, CO",80302,,
Scott,Wagner,White,Male,Software Engineer,Software Engineering,"Massachusetts Institute of Technology,",,"Cambridge, MA",2138,,
Scott,Wagner,White,Male,Manufacturing Engineer,Engineering,"University of Michigan, Ann Arbor",,"Detroit, MI",48208,,
Scott,Wagner,White,Male,Research Analyst,Loyola University New Orleans,University of Hawaii at Manoa,,"Honolulu, HI",96815,,
Scott,Wagner,White,Male,Electrical Engineer,Engineering,Marquette University,,"Milwaukee, WI",53202,,
Matthew,Hoffman,White,Male,Junior DevOps Engineer,Software Engineering,Temple University,,"Philadelphia, PA",19104,,
Matthew,Hoffman,White,Male,Web Developer,Software Engineering,University of California Santa Cruz,,"Santa Cruz, CA",95060,,
Matthew,Hoffman,White,Male,Business Analyst,Analyst,Loyola University New Orleans,,"New Orleans, LA",70115,,
Matthew,Hoffman,White,Male,Web Developer,Software Engineering,University of California Santa Cruz,,"Santa Cruz, CA",95060,,
Matthew,Hoffman,White,Male,Business Analyst,Analyst,Loyola University New Orleans,,"New Orleans, LA",70115,,
Beth,Schmidt,White,Female,Web Designer,Software Engineering,Florida International University,,"Miami, FL",33140,,
Beth,Schmidt,White,Female,Marketing Coordinator,Marketing,University of Hawaii at Manoa,,"Honolulu, HI",96815,,
Beth,Schmidt,White,Female,Junior Graphic Designer,Graphic Designing,Florida International University,,"Miami, FL",33140,,
Beth,Schmidt,White,Female,Business Analyst,Analyst,Boston University,,"Boston, MA",2110,,
Beth,Schmidt,White,Female,Junior Data Scientist,AI,University of Colorado Boulder,,"Denver, CO",80202,,
Jill,Carlson,White,Female,Junior Data Analyst,Analyst,Loyola University New Orleans,,"New Orleans, LA",70115,,
Jill,Carlson,White,Female,Administrative Coordinator,Admin,University of Hawaii at Manoa,,"Honolulu, HI",96815,,
Jill,Carlson,White,Female,Marketing Manager,Marketing,Gustavus Adolphus College,University of Minnesota,"Minneapolis, MN",55408,,
Jill,Carlson,White,Female,Human Resources Manager,Management,Swarthmore College,Temple University,"Philadelphia, PA",19131,,
Jill,Carlson,White,Female,Registered Nurse,Health care,University of British Columbia,,"Vancouver, BC",V5Z 3T9,,
Kathleen,Schneider,White,Female,Project Engineer,Engineering,Northern Arizona University,University of Arizona,"Tucson, AZ",85719,,
Kathleen,Schneider,White,Female,Account Executive,sales,DePaul University,,"Chicago, IL",60625,,
Kathleen,Schneider,White,Female,Junior Data Analyst,Analyst,Loyola University New Orleans,,"New Orleans, LA",70115,,
Kathleen,Schneider,White,Female,Administrative Coordinator,Admin,University of Hawaii at Manoa,,"Honolulu, HI",96815,,
Kathleen,Schneider,White,Female,Marketing Manager,Marketing,Gustavus Adolphus College,University of Minnesota,"Minneapolis, MN",55408,,
Darnell,Okafor,Black,Male,Human Resources Manager,Management,Swarthmore College,Temple University,"Philadelphia, PA",19131,,
Darnell,Okafor,Black,Male,Senior Mechanical Engineer,Engineering,California State University,University of Southern California,"Los Angeles, CA",90008,,
Darnell,Okafor,Black,Male,Attending Physician,Health care,University of Illinois at Chicago,Northwestern University Feinberg School of Medicine,"Chicago, IL",60626,,
Darnell,Okafor,Black,Male,Cybersecurity Analyst,Analyst,Drexel University,,"Philadelphia, PA",19132,,
Darnell,Okafor,Black,Male,Senior Graphic Designer,Graphic Designing,Rocky Mountain College of Art and Design,,"Denver, CO",80222,,
Willie,Baptiste,Black,Male,Logistics Manager,logistics,Auburn University,Georgia State University,"Atlanta, GA",30308,,
Willie,Baptiste,Black,Male,Data Analyst,Analyst,University of Colorado Boulder,,"Boulder, CO",80302,,
Willie,Baptiste,Black,Male,Software Engineer,Software Engineering,"Massachusetts Institute of Technology,",,"Cambridge, MA",2138,,
Willie,Baptiste,Black,Male,Manufacturing Engineer,Engineering,"University of Michigan, Ann Arbor",,"Detroit, MI",48208,,
Willie,Baptiste,Black,Male,Research Analyst,Loyola University New Orleans,University of Hawaii at Manoa,,"Honolulu, HI",96815,,
Alphonso,Boykins,Black,Male,Electrical Engineer,Engineering,Marquette University,,"Milwaukee, WI",53202,,
Alphonso,Boykins,Black,Male,Junior DevOps Engineer,Software Engineering,Temple University,,"Philadelphia, PA",19104,,
Alphonso,Boykins,Black,Male,Web Developer,Software Engineering,University of California Santa Cruz,,"Santa Cruz, CA",95060,,
Alphonso,Boykins,Black,Male,Business Analyst,Analyst,Loyola University New Orleans,,"New Orleans, LA",70115,,
Alphonso,Boykins,Black,Male,Web Designer,Software Engineering,Florida International University,,"Miami, FL",33140,,
Tamika,Gadson,Black,Female,Software Engineer,Software Engineering,University of California San Diego,,"San Diego, CA",92101,,
Tamika,Gadson,Black,Female,Operations Analyst,Analyst,University of Hawaii at Manoa,,"Honolulu, HI",96815,,
Tamika,Gadson,Black,Female,Operations Manager,Management,San Diego State University,,"San Diego, CA",92101,,
Tamika,Gadson,Black,Female,Supply Chain Analyst,Logistics,Georgia State University,,"Atlanta, GA",30318,,
Tamika,Gadson,Black,Female,Systems Administrator,IT,Illinois Institute of Technology,,"Chicago, IL",60657,,
Latasha,Boateng,Black,Female,Chief Marketing Officer,Marketing,University of Georgia,Emory University,"Atlanta, GA",30305,,
Latasha,Boateng,Black,Female,Software Engineer,Software Engineering,Stanford University,,"San Francisco, CA",94115,,
Latasha,Boateng,Black,Female,Vice President of Sales,sales,University of Texas at Austin,,"Dallas, TX",75202,,
Latasha,Boateng,Black,Female,Attending Physician,Health care,Massachusetts Institute of Technology,Doctor of Medicine (M.D.),"Newton, MA",2466,,
Latasha,Boateng,Black,Female,Software Engineer,Software Engineering,University of California,,"San Jose, CA",95112,,
Kenya,Ajayi,Black,Female,Supply Chain Analyst,Logistics,Georgia State University,,"Atlanta, GA",30318,,
Kenya,Ajayi,Black,Female,Systems Administrator,IT,Illinois Institute of Technology,,"Chicago, IL",60657,,
Kenya,Ajayi,Black,Female,Chief Marketing Officer,Marketing,University of Georgia,Emory University,"Atlanta, GA",30305,,
Kenya,Ajayi,Black,Female,Software Engineer,Software Engineering,Stanford University,,"San Francisco, CA",94115,,
Kenya,Ajayi,Black,Female,Vice President of Sales,sales,University of Texas at Austin,,"Dallas, TX",75202,,
Son,Ho-jun,API,Male,Attending Physician,Health care,Massachusetts Institute of Technology,Doctor of Medicine (M.D.),"Newton, MA",2466,,
Son,Ho-jun,API,Male,Senior Software Engineer,Software Engineering,Tsinghua University,,Guangzhou,510700,,
Son,Ho-jun,API,Male,Chief Operating Officer,Management,Nanyang Technological University,National University of Singapore,Singapore,388107,,
Son,Ho-jun,API,Male,Software Engineer,Software Engineering,Tsinghua University,,"Shanghai, China",200092,,
Son,Ho-jun,API,Male,Director of Human Resources,Management,Fudan University,Renmin University of China,Shanghai,200030,,
Hong,Leong,API,Male,Senior Marketing Manager,marketing,University of Mumba,Indian Institute of Management Ahmedabad (IIM-A),"Mumbai, Maharashtra",400050,,
Hong,Leong,API,Male,Project Manager,Management,Rutgers University,New Jersey Institute of Technology (NJIT,"Edison, NJ",8820,,
Hong,Leong,API,Male,4th Grade Teacher,Education,City College of New York (CCNY,Columbia University,"Bronx, NY",10456,,
Hong,Leong,API,Male,Software Engineer,Software Engineering,University of California,,"San Jose, CA",95112,,
Hong,Leong,API,Male,Data Scientist,AI,Loyola University New Orleans,Tulane University,"New Orleans, LA",70115,,
Jian,Huang,API,Male,Cloud Solutions Architect,Cloud Solutions,University of Washington,,"Seattle, WA",98101,,
Jian,Huang,API,Male,Machine Learning Engineer,AI,University of Massachusetts Amherst,Northeastern University,"Boston, MA",2110,,
Jian,Huang,API,Male,Software Engineer,Software Engineering,University of California,,"San Francisco, CA",94103,,
Jian,Huang,API,Male,Senior Software Engineer,Software Engineering,Tsinghua University,,Guangzhou,510700,,
Jian,Huang,API,Male,Chief Operating Officer,Management,Nanyang Technological University,National University of Singapore,Singapore,388107,,
Chun,Hua,API,Female,Software Engineer,Software Engineering,Tsinghua University,,"Shanghai, China",200092,,
Chun,Hua,API,Female,Senior Environmental Engineer,Engineering,University of California,Columbia University,"Brooklyn, NY",11215,,
Chun,Hua,API,Female,Cybersecurity Analyst,Analyst,University of California,,"Berkeley, CA",94704,,
Chun,Hua,API,Female,Project Manager,Management,Tsinghua University,,Shanghai,200030,,
Chun,Hua,API,Female,Senior Marketing Manager,marketing,Fudan University,,Shanghai,200060,,
Li,Na,API,Female,Senior Financial Analyst,FInance,ESSEC Business School,ESSEC Business School,"Paris, France",75002,,
Li,Na,API,Female,Head of Human Resources,Management,University of Westminster,University of Westminster,London,NW1 6XE,,
Li,Na,API,Female,Physician,Health care,,Harvard Medical School,"Newton, MA",2459,,
Li,Na,API,Female,Senior Corporate Attorney,judiciary,University of Delhi,University of Delhi,New Delhi,110001,,
Li,Na,API,Female,Senior Graphic Designer,Graphic Designing,Musashino Art University,,Tokyo,105-0003,,
Yi,Mei-Ling,API,Female,Senior Environmental Engineer,Engineering,University of California,Columbia University,"Brooklyn, NY",11215,,
Yi,Mei-Ling,API,Female,Cybersecurity Analyst,Analyst,University of California,,"Berkeley, CA",94704,,
Yi,Mei-Ling,API,Female,Project Manager,Management,Tsinghua University,,Shanghai,200030,,
Yi,Mei-Ling,API,Female,Senior Marketing Manager,marketing,Fudan University,,Shanghai,200060,,
Yi,Mei-Ling,API,Female,Senior Financial Analyst,FInance,ESSEC Business School,ESSEC Business School,"Paris, France",75002,,
Juan,Gomez,Hispanic,Male,Senior Marketing Manager,marketing,The University of Texas at San Antonio,The University of Texas at Austin,"San Antonio, TX",78201,,
Juan,Gomez,Hispanic,Male,Project Manager,Management,"University of Puerto Rico, Mayagüez",Columbia University,"New York, NY",10022,,
Juan,Gomez,Hispanic,Male,4th Grade Teacher,Education,University of Wisconsin-Milwaukee,Marquette University,"Milwaukee, WI",53215,,
Juan,Gomez,Hispanic,Male,Senior Mechanical Engineer,Engineering,University of Miami,Georgia Institute of Technology,"Miami, FL",33173,,
Juan,Gomez,Hispanic,Male,Senior Sales Representative,sales,University of Puerto Rico,,"San Juan, PR",917,,
Javier,Vasquez,Hispanic,Male,"Partner, Corporate Law Practice",judiciary,University of Southern California,UCLA School of Law,"Los Angeles, CA",90010,,
Javier,Vasquez,Hispanic,Male,Cybersecurity Manager,IT,Drexel University,,"Philadelphia, PA",19107,,
Javier,Vasquez,Hispanic,Male,Director of Human Resources,Management,University of California,University of Southern California (USC),"Los Angeles, CA",90010,,
Javier,Vasquez,Hispanic,Male,Senior Marketing Manager,marketing,The University of Texas at San Antonio,The University of Texas at Austin,"San Antonio, TX",78201,,
Javier,Vasquez,Hispanic,Male,Project Manager,Management,"University of Puerto Rico, Mayagüez",Columbia University,"New York, NY",10022,,
Miguel,Delgado,Hispanic,Male,Senior Mechanical Engineer,Engineering,University of Miami,Georgia Institute of Technology,"Miami, FL",33173,,
Miguel,Delgado,Hispanic,Male,Senior Software Engineer,Software Engineering,University of Puerto Rico,Massachusetts Institute of Technology (MIT),"Cambridge, MA",2139,,
Miguel,Delgado,Hispanic,Male,Investment Banking,FInance,The University of Texas at San Antonio,The University of Texas at Austin,"Austin, TX",78701,,
Miguel,Delgado,Hispanic,Male,5th Grade Teacher,Education,University of Miami,Florida International University,"Miami, FL",33131,,
Miguel,Delgado,Hispanic,Male,Cybersecurity Analyst,Analyst,University of Illinois at Chicago,,"Chicago, IL",60607,,
Rocio,Alvarado,Hispanic,Female,Project Manager,Management,University of California,,"San Diego, CA",92101,,
Rocio,Alvarado,Hispanic,Female,Senior Project Manager,Management,Texas A&M University,The University of Texas,"Austin, TX",78759,,
Rocio,Alvarado,Hispanic,Female,Senior Graphic Designer,Graphic Designing,Pratt Institute,,"Brooklyn, NY",11201,,
Rocio,Alvarado,Hispanic,Female,3rd Grade Teacher,Education,"Florida International University,",University of Miami,"Miami, FL",33129,,
Rocio,Alvarado,Hispanic,Female,Nurse Manager,Management,Seattle University,University of Washington,"Seattle, WA",98101,,
Juana,Morales,Hispanic,Female,Lead Mechanical Engineer,Engineering,University of California,,"San Diego, CA",92101,,
Juana,Morales,Hispanic,Female,Gerente de Mejora Continua,Management,Instituto Tecnológico y de Estudios Superiores de Monterrey,Universidad de Monterrey,México,64890,,
Juana,Morales,Hispanic,Female,5th Grade Teacher,Education,University of Miami,Florida International University,"Miami, FL",33131,,
Juana,Morales,Hispanic,Female,Cybersecurity Analyst,Analyst,University of Illinois at Chicago,,"Chicago, IL",60607,,
Juana,Morales,Hispanic,Female,Project Manager,Management,University of California,,"San Diego, CA",92101,,
Alejandra,Ramirez,Hispanic,Female,Senior Project Manager,Management,Texas A&M University,The University of Texas,"Austin, TX",78759,,
Alejandra,Ramirez,Hispanic,Female,Senior Graphic Designer,Graphic Designing,Pratt Institute,,"Brooklyn, NY",11201,,
Alejandra,Ramirez,Hispanic,Female,3rd Grade Teacher,Education,"Florida International University,",University of Miami,"Miami, FL",33129,,
Alejandra,Ramirez,Hispanic,Female,Nurse Manager,Management,Seattle University,University of Washington,"Seattle, WA",98101,,
Alejandra,Ramirez,Hispanic,Female,Lead Mechanical Engineer,Engineering,University of California,,"San Diego, CA",92101,,
